term,valence,arousal,dominance
lustful,0.426,0.896,0.642
lustfully,0.238,1.0,0.648
lustfulness,0.166,1.0,0.688
lustily,0.874,0.906,0.74
lustiness,0.874,0.938,0.812
lustrous,0.77,0.606,0.598
lustrously,1.0,0.262,0.75
lusty,0.468,0.94,0.672
lute,0.458,0.406,0.5
luv,0.642,0.41,0.466
luxuriance,1.0,0.404,0.702
luxuriant,0.76,0.744,0.812
luxuriantly,1.0,0.594,0.52
luxuriate,1.0,0.13,0.574
luxurious,0.946,0.644,0.754
luxuriously,0.958,0.166,0.75
luxuriousness,1.0,0.074,0.778
luxury,0.932,0.672,0.75
luxury-car,0.838,0.416,0.792
luxury-tax,0.35,0.524,0.644
lycopene,0.812,0.184,0.5
lycra,0.52,0.448,0.328
lye,0.378,0.396,0.442
lying,0.208,0.704,0.316
lyme-disease,0.142,0.506,0.41
lymph,0.398,0.51,0.39
lymph-node,0.31,0.518,0.392
lymphatic,0.38,0.508,0.472
lymphoblast,0.542,0.26,0.5
lymphocyte,0.574,0.5,0.5
lymphocytic,0.5,0.204,0.524
lymphoid,0.5,0.166,0.594
lymphoma,0.208,0.644,0.33
lynch,0.166,0.884,0.482
lynching,0.134,0.92,0.548
lynx,0.51,0.59,0.566
lyre,0.718,0.346,0.414
lyric,0.702,0.268,0.464
lyrical,0.708,0.45,0.618
lyrically,0.834,0.702,0.722
lyricism,1.0,0.27,0.592
lyricist,0.834,0.834,0.77
lyrics,0.582,0.214,0.332
lyrist,0.604,0.666,0.63
macabre,0.024,0.834,0.308
macadamia,0.634,0.33,0.434
macarena,0.802,0.6,0.368
macaroni,0.816,0.41,0.382
macaroon,0.834,0.208,0.5
macaw,0.714,0.834,0.708
mace,0.45,0.412,0.414
macerate,0.166,0.166,0.408
maceration,0.166,0.238,0.374
mach,0.54,0.432,0.462
machete,0.26,0.69,0.474
machiavellism,0.166,0.834,1.0
machinate,0.13,0.834,0.87
machination,0.166,0.834,0.938
machine,0.51,0.5,0.706
machine-gun,0.332,0.732,0.628
machinegun,0.228,1.0,0.962
machinelike,0.332,0.166,0.854
machinery,0.458,0.614,0.628
machinist,0.49,0.598,0.72
machismo,0.428,0.834,0.958
macho,0.642,0.69,0.676
macho-man,0.488,0.678,0.64
mackerel,0.418,0.422,0.426
mackintosh,0.642,0.166,0.5
macro,0.552,0.468,0.646
macrobiotic,0.808,0.166,0.574
macroclimate,0.556,0.296,0.63
macroclimatic,0.5,0.046,0.666
macrocosm,0.834,0.204,0.778
macrocosmic,0.796,0.426,0.79
macroeconomic,0.5,0.166,0.938
macroevolution,0.594,0.69,0.784
macrograph,0.5,0.214,0.834
macromolecule,0.528,0.5,0.694
macronutrient,0.812,0.5,0.778
macrophysics,0.5,0.166,0.69
macroscopic,0.5,0.5,0.796
macroscopically,0.5,0.27,0.548
macrostructure,0.834,0.278,0.76
macular,0.416,0.462,0.396
mad,0.218,0.872,0.276
mad-about,0.226,0.444,0.314
mad-hatter,0.266,0.604,0.326
mad-money,0.362,0.61,0.382
mad-scientist,0.25,0.546,0.518
madam,0.58,0.308,0.57
madame,0.604,0.5,0.634
madcap,0.666,1.0,0.834
madden,0.328,0.602,0.456
madder,0.322,0.852,0.266
made,0.5,0.834,0.584
made-of,0.516,0.412,0.536
made-up,0.642,0.486,0.5
mademoiselle,0.752,0.458,0.46
mademyday,0.694,0.572,0.536
madhouse,0.12,0.736,0.44
madly,0.476,1.0,0.332
madman,0.134,0.88,0.312
madness,0.104,0.804,0.44
madras,0.57,0.314,0.524
madrigal,0.834,0.642,0.518
madwoman,0.054,0.928,0.19
maelstrom,0.166,0.978,0.854
maestro,0.822,0.356,0.848
mafia,0.204,0.866,0.676
magazine,0.614,0.332,0.376
mage,0.622,0.372,0.452
magenta,0.634,0.274,0.414
maggot,0.234,0.5,0.234
maggoty,0.124,0.834,0.072
magic,0.868,0.662,0.578
magic-bullet,0.55,0.72,0.624
magic-carpet,0.706,0.542,0.61
magic-number,0.714,0.5,0.616
magic-trick,0.64,0.724,0.732
magic-wand,0.896,0.55,0.644
magical,0.874,0.65,0.594
magically,0.978,0.528,0.688
magician,0.714,0.656,0.55
magisterial,0.854,0.796,1.0
magisterially,0.896,0.778,1.0
magistrate,0.586,0.54,0.904
magma,0.322,0.622,0.608
magna,0.604,0.49,0.652
magnanimity,1.0,0.312,0.834
magnanimous,1.0,0.374,0.888
magnanimously,1.0,0.208,0.906
magnanimousness,1.0,0.204,0.904
magnate,0.626,0.708,0.868
magnesia,0.5,0.5,0.5
magnesium,0.542,0.32,0.32
magnet,0.57,0.318,0.552
magnetic,0.612,0.528,0.672
magnetically,0.812,0.63,0.814
magnetism,0.63,0.528,0.74
magnetite,0.53,0.49,0.58
magnetization,0.5,0.708,0.738
magnetize,0.778,0.738,0.856
magnetizer,0.714,0.834,0.75
magneto,0.5,0.556,0.98
magnetometer,0.5,0.24,0.738
magnetron,0.5,0.524,0.79
magnification,0.89,0.614,0.88
magnificence,0.802,0.81,0.92
magnificent,1.0,0.68,0.98
magnificently,1.0,0.584,0.834
magnifico,0.978,0.5,0.88
magnifier,0.468,0.216,0.344
magnify,0.78,0.56,0.888
magnifying,0.594,0.264,0.406
magnifying-glass,0.552,0.568,0.574
magnitude,0.608,0.612,0.774
magnolia,0.558,0.342,0.378
magnum-opus,0.612,0.59,0.584
magpie,0.5,0.458,0.326
mags,0.5,0.738,0.5
maharajah,0.852,0.5,1.0
mahi-mahi,0.51,0.41,0.398
mahjong,0.556,0.418,0.44
mahogany,0.602,0.224,0.392
maid,0.406,0.324,0.3
maiden,0.754,0.396,0.46
maiden-name,0.474,0.306,0.6
maidenhead,0.482,0.166,0.19
maidenhood,0.804,0.166,0.312
maidenly,0.79,0.278,0.188
maidservant,0.354,0.262,0.072
mail,0.614,0.23,0.548
mail-box,0.548,0.364,0.532
mail-order,0.516,0.364,0.482
mailbag,0.5,0.75,0.5
mailbox,0.572,0.222,0.404
mailer,0.5,0.762,0.518
mailing,0.688,0.324,0.374
mailing-address,0.532,0.448,0.402
mailing-list,0.5,0.462,0.6
mailman,0.658,0.418,0.462
mailroom,0.5,0.416,0.332
mailserver,0.478,0.778,0.75
mailwoman,0.5,0.808,0.604
maim,0.132,0.724,0.496
main,0.666,0.51,0.81
main-character,0.586,0.63,0.49
main-concern,0.39,0.568,0.666
main-course,0.706,0.576,0.774
main-line,0.516,0.538,0.566
main-man,0.792,0.57,0.7
main-problem,0.16,0.544,0.384
main-reason,0.6,0.508,0.588
main-road,0.482,0.482,0.532
main-source,0.684,0.414,0.826
main-stage,0.608,0.552,0.66
main-street,0.474,0.514,0.642
main-thing,0.766,0.508,0.552
mainframe,0.53,0.49,0.556
mainland,0.68,0.406,0.806
mainland-china,0.466,0.508,0.58
mainlander,0.5,0.5,0.722
mainline,0.476,0.834,0.812
mainly,0.5,0.5,0.556
mainsail,0.79,0.808,0.77
mainsheet,0.5,0.762,0.648
mainspring,0.562,0.79,0.79
mainstay,0.694,0.4,0.712
mainstream,0.652,0.526,0.66
maintain,0.684,0.398,0.646
maintainable,0.834,0.208,0.784
maintainer,0.79,0.804,0.796
maintenance,0.592,0.41,0.544
maintenance-man,0.654,0.492,0.714
majestic,0.948,0.73,0.906
majestically,1.0,0.054,0.896
majesty,0.822,0.602,0.976
major,0.684,0.538,0.874
major-in,0.582,0.546,0.578
major-key,0.75,0.52,0.55
major-league,0.706,0.632,0.694
majorette,0.694,0.888,0.76
majority,0.684,0.56,0.93
majority-leader,0.694,0.656,0.874
majority-rule,0.5,0.58,0.74
make,0.684,0.42,0.48
make-amends,0.612,0.476,0.566
make-believe,0.65,0.492,0.548
make-clear,0.644,0.5,0.632
make-contact,0.65,0.622,0.788
make-do,0.396,0.376,0.526
make-for,0.632,0.462,0.464
make-friends,0.902,0.59,0.62
make-fun,0.558,0.564,0.638
make-good,0.868,0.508,0.714
make-happy,0.95,0.466,0.63
make-him,0.558,0.446,0.592
make-history,0.682,0.532,0.616
make-into,0.512,0.58,0.482
make-it,0.732,0.522,0.6
make-like,0.5,0.394,0.516
make-love,0.8,0.392,0.588
make-mine,0.666,0.378,0.57
make-money,0.812,0.586,0.652
make-much,0.694,0.57,0.5
make-noise,0.286,0.698,0.45
make-of,0.454,0.416,0.5
make-off,0.356,0.468,0.434
make-out,0.532,0.514,0.37
make-over,0.58,0.554,0.462
make-peace,0.666,0.39,0.642
make-profit,0.654,0.606,0.828
make-progress,0.832,0.534,0.628
make-room,0.532,0.39,0.484
make-sense,0.774,0.434,0.608
make-sure,0.74,0.434,0.704
make-time,0.61,0.552,0.5
make-up,0.518,0.5,0.414
make-use,0.82,0.532,0.564
make-way,0.616,0.484,0.516
make-with,0.622,0.462,0.55
makeover,0.77,0.51,0.596
maker,0.698,0.544,0.706
makeshift,0.478,0.61,0.388
makesmehappy,0.894,0.662,0.712
makesmemad,0.296,0.642,0.5
makeup,0.74,0.332,0.33
makeup-artist,0.716,0.562,0.62
making-fun,0.65,0.616,0.516
making-love,0.786,0.654,0.732
making-waves,0.556,0.65,0.62
makingdisciples,0.684,0.402,0.664
makings-of,0.482,0.478,0.5
malabsorption,0.166,0.166,0.054
malachite,0.666,0.104,0.5
maladaptive,0.024,0.404,0.11
maladjust,0.166,0.834,0.166
maladjustment,0.0,0.388,0.074
malady,0.19,0.686,0.304
malaise,0.15,0.6,0.216
malapropism,0.308,0.728,0.184
malaria,0.124,0.652,0.304
malarial,0.04,0.75,0.11
malarkey,0.396,0.5,0.464
malcontent,0.166,0.834,0.374
male-character,0.55,0.428,0.628
malediction,0.0,0.796,0.904
malefaction,0.0,0.834,0.542
malefactor,0.0,0.834,0.978
maleness,0.5,0.332,0.856
males,0.5,0.5,0.722
malevolence,0.0,0.834,0.958
malevolency,0.0,0.79,0.958
malevolent,0.094,0.854,0.612
malevolently,0.0,0.896,0.812
malfeasance,0.062,0.744,0.324
malfeasant,0.0,0.834,0.75
malformation,0.082,0.602,0.356
malformed,0.0,0.166,0.072
malfunction,0.124,0.576,0.228
malice,0.072,0.81,0.492
malicious,0.176,0.764,0.606
maliciously,0.0,0.906,0.916
maliciousness,0.0,0.834,0.87
malign,0.14,0.764,0.48
malignance,0.0,0.834,0.066
malignancy,0.148,0.814,0.614
malignant,0.142,0.824,0.37
malignantly,0.0,0.834,0.728
maligned,0.102,0.684,0.218
maligner,0.066,0.834,0.548
malignity,0.0,0.808,0.61
malinger,0.166,0.142,0.208
malingerer,0.104,0.834,0.084
mall,0.632,0.748,0.496
malleability,0.666,0.166,0.222
malleable,0.5,0.5,0.39
mallet,0.354,0.39,0.482
mallow,0.666,0.0,0.332
malnourish,0.148,0.166,0.02
malnourishment,0.0,0.02,0.02
malnutrition,0.024,0.592,0.276
malodorous,0.018,0.396,0.194
malpractice,0.094,0.558,0.33
malpractitioner,0.0,0.834,0.072
malt,0.75,0.372,0.324
maltreat,0.0,0.958,0.722
maltreatment,0.0,0.332,0.124
malty,0.808,0.238,0.5
malware,0.0,0.928,0.852
mama,0.86,0.412,0.728
mama-bear,0.532,0.538,0.5
mama-mia,0.416,0.46,0.406
mamba,0.166,0.834,0.938
mambo,0.808,0.622,0.444
mamma,0.6,0.358,0.448
mammal,0.618,0.448,0.42
mammalian,0.584,0.542,0.624
mammary,0.688,0.5,0.5
mammillary,0.52,0.222,0.5
mammogram,0.354,0.796,0.5
mammography,0.332,0.278,0.478
mammoth,0.48,0.47,0.536
mammy,0.68,0.414,0.436
man-alive,0.666,0.612,0.592
man-bun,0.468,0.514,0.278
man-cave,0.532,0.482,0.602
man-child,0.444,0.556,0.372
man-down,0.25,0.476,0.282
man-enough,0.592,0.484,0.55
man-up,0.534,0.57,0.5
manacle,0.166,0.2,0.354
manage,0.56,0.53,0.718
manage-to,0.39,0.526,0.518
manageability,0.854,0.166,0.834
manageable,0.75,0.36,0.654
manageably,0.814,0.204,0.722
managed,0.834,0.834,0.26
management,0.792,0.49,0.806
management-company,0.732,0.598,0.614
manager,0.624,0.548,0.896
managerial,0.604,0.52,0.79
managerially,0.834,0.834,0.916
manatee,0.666,0.084,0.396
mandamus,0.438,0.576,0.556
mandarin,0.624,0.398,0.49
mandate,0.448,0.67,0.778
mandatorily,0.5,0.5,0.896
mandatory,0.27,0.666,0.776
mandible,0.51,0.43,0.5
mandibular,0.5,0.524,0.5
mandolin,0.708,0.432,0.366
mandoline,0.5,0.63,0.5
mandrake,0.5,0.404,0.5
mandrel,0.31,0.49,0.48
mane,0.52,0.276,0.372
maneuver,0.614,0.662,0.608
maneuverability,0.834,0.834,0.888
maneuverable,0.79,0.834,0.814
maneuvering,0.634,0.64,0.744
manfully,0.834,0.834,0.856
manga,0.814,0.812,0.5
manganese,0.5,0.5,0.518
mange,0.31,0.558,0.348
manger,0.656,0.276,0.398
mangle,0.292,0.448,0.354
mangled,0.0,0.834,0.13
mango,0.764,0.326,0.29
mangosteen,0.562,0.5,0.414
mangrove,0.5,0.0,0.536
mangy,0.214,0.698,0.27
manhandle,0.166,0.874,0.952
manhole,0.378,0.5,0.516
manhood,0.624,0.734,0.858
manhunt,0.144,0.924,0.656
mania,0.29,0.682,0.382
maniac,0.132,0.924,0.43
maniacal,0.2,0.848,0.5
maniacally,0.166,1.0,0.888
manic,0.054,0.892,0.368
manicotti,0.642,0.25,0.5
manicure,0.706,0.308,0.284
manicured,0.834,0.138,0.702
manicurist,0.582,0.352,0.34
manifest,0.666,0.646,0.704
manifest-destiny,0.434,0.63,0.766
manifestation,0.582,0.75,0.654
manifested,0.58,0.618,0.666
manifestly,0.468,0.588,0.576
manifesto,0.646,0.518,0.676
manifold,0.5,0.46,0.434
manipulate,0.254,0.7,0.772
manipulated,0.166,0.834,0.11
manipulation,0.242,0.774,0.536
manipulative,0.176,0.724,0.546
manipulatively,0.166,0.834,0.938
manipulator,0.148,0.834,0.926
mankind,0.822,0.47,0.768
manlike,0.52,0.5,0.75
manliness,0.834,0.834,0.854
manly,0.698,0.632,0.846
manmade,0.5,0.524,0.618
manna,0.698,0.294,0.544
manned,0.55,0.588,0.484
mannequin,0.426,0.302,0.294
manner,0.618,0.25,0.32
mannered,0.468,0.556,0.29
mannerism,0.5,0.648,0.416
mannerly,0.834,0.204,0.63
manners,0.816,0.284,0.516
mannish,0.5,0.5,0.722
mannishly,0.308,0.834,0.796
manor,0.646,0.358,0.738
manpower,0.53,0.62,0.542
manservant,0.166,0.476,0.146
mansion,0.846,0.49,0.716
mansions,0.734,0.528,0.776
manslaughter,0.09,0.92,0.472
manslayer,0.0,1.0,0.976
mantel,0.5,0.264,0.47
mantelpiece,0.666,0.04,0.5
mantis,0.48,0.354,0.42
mantle,0.51,0.268,0.422
mantled,0.548,0.184,0.688
mantra,0.396,0.248,0.356
mantrap,0.166,0.834,0.814
manual,0.634,0.244,0.448
manual-labor,0.328,0.482,0.534
manual-transmission,0.578,0.572,0.602
manually,0.5,0.834,0.52
manufacture,0.868,0.702,0.78
manufactured,0.5,0.76,0.666
manufacturer,0.688,0.536,0.83
manufacturing,0.652,0.612,0.804
manure,0.25,0.47,0.24
manuscript,0.51,0.208,0.54
many-a,0.568,0.412,0.58
many-thanks,0.796,0.482,0.75
map,0.56,0.228,0.462
map-on,0.468,0.474,0.548
map-out,0.432,0.378,0.422
maple,0.54,0.39,0.338
maple-leaf,0.516,0.328,0.5
maple-syrup,0.48,0.39,0.386
mapleleaf,0.69,0.352,0.5
mapmaker,0.714,0.796,0.75
mapmaking,0.852,0.814,0.738
mar,0.622,0.544,0.544
maraca,0.666,0.834,0.5
maraschino,0.834,0.352,0.5
marathon,0.646,0.778,0.74
marathoner,0.834,0.978,0.856
maraud,0.054,1.0,0.962
marauder,0.124,0.854,0.978
marble,0.604,0.212,0.666
marbled,0.396,0.384,0.418
marbles,0.714,0.344,0.24
march,0.53,0.2,0.482
march-madness,0.358,0.642,0.422
march-on,0.596,0.626,0.532
marcher,0.5,0.834,0.69
marching-band,0.594,0.656,0.532
marching-orders,0.418,0.692,0.6
mardi-gras,0.53,0.578,0.566
mare,0.54,0.32,0.416
margarine,0.53,0.316,0.332
margarita,0.75,0.438,0.42
margaritas,0.834,0.834,0.5
margin,0.5,0.218,0.33
margin-call,0.4,0.57,0.534
marginal,0.234,0.644,0.344
marginality,0.19,0.166,0.188
marginalize,0.166,0.714,0.906
marginally,0.5,0.26,0.37
mariachi,0.71,0.558,0.608
marijuana,0.312,0.778,0.558
marimba,0.738,0.834,0.52
marinade,0.666,0.166,0.5
marinara,0.656,0.388,0.434
marinara-sauce,0.576,0.408,0.538
marinate,0.7,0.166,0.5
marinated,0.812,0.292,0.61
marine,0.632,0.47,0.678
marine-corps,0.532,0.638,0.74
marine-life,0.666,0.476,0.6
mariner,0.652,0.49,0.676
marital,0.76,0.528,0.5
maritime,0.646,0.49,0.712
marjoram,0.666,0.0,0.388
mark,0.49,0.23,0.6
mark-as,0.548,0.432,0.444
mark-up,0.41,0.444,0.466
markdown,0.536,0.75,0.5
marked,0.592,0.358,0.554
markedly,0.542,0.52,0.624
marker,0.5,0.332,0.604
market,0.724,0.48,0.52
market-cap,0.5,0.606,0.564
market-economy,0.624,0.61,0.69
market-forces,0.58,0.614,0.62
market-maker,0.612,0.66,0.768
market-place,0.644,0.52,0.586
market-price,0.64,0.438,0.682
market-research,0.632,0.628,0.69
market-share,0.616,0.622,0.566
market-value,0.616,0.598,0.602
marketability,0.926,0.166,0.854
marketable,0.746,0.544,0.664
marketeer,0.52,0.814,0.812
marketer,0.834,0.834,0.76
marketing,0.52,0.774,0.674
marketization,0.834,0.834,0.834
marketplace,0.734,0.834,0.524
marketwise,0.584,0.5,0.76
marks,0.43,0.48,0.424
marksman,0.5,0.832,0.692
marksmanship,0.572,0.53,0.664
markswoman,0.812,0.834,0.856
markup,0.5,0.702,0.76
marl,0.372,0.47,0.35
marmalade,0.698,0.268,0.394
marmite,0.52,0.5,0.5
marmoset,0.666,0.478,0.312
marmot,0.524,0.166,0.458
maroon,0.468,0.358,0.336
marooned,0.228,0.48,0.16
marquee,0.602,0.284,0.508
marquis,0.52,0.444,0.562
marred,0.18,0.56,0.232
marriage,0.844,0.684,0.75
marriageable,0.834,0.208,0.646
married,0.674,0.57,0.602
married-couple,0.82,0.582,0.692
married-man,0.7,0.466,0.654
married-woman,0.768,0.44,0.58
marries,0.834,0.834,0.666
marrow,0.398,0.422,0.472
marrowbone,0.5,0.286,0.458
marry,0.896,0.764,0.672
marry-me,0.716,0.512,0.63
marsh,0.302,0.358,0.276
marshal,0.468,0.61,0.818
marshland,0.5,0.166,0.24
marshmallow,0.74,0.44,0.39
marshy,0.332,0.188,0.354
marsupial,0.5,0.5,0.5
mart,0.53,0.402,0.418
martial,0.48,0.71,0.736
martial-artist,0.65,0.81,0.672
martial-arts,0.532,0.684,0.606
martial-law,0.4,0.654,0.586
martially,0.542,0.834,0.906
martian,0.5,0.5,0.518
martingale,0.468,0.51,0.454
martini,0.828,0.5,0.518
martyr,0.28,0.708,0.508
martyrdom,0.322,0.744,0.442
marvel,0.96,0.754,0.866
marvellous,0.878,0.808,0.848
marvelous,0.948,0.636,0.778
marvelously,0.984,0.77,0.752
marxism,0.416,0.814,0.904
marxist,0.166,0.812,0.74
marys,0.5,0.5,0.5
marzipan,0.684,0.38,0.258
mascara,0.574,0.45,0.268
mascarpone,0.852,0.062,0.5
mascot,0.75,0.336,0.336
masculine,0.652,0.54,0.772
masculinity,0.582,0.67,0.85
mash,0.44,0.362,0.282
mash-up,0.482,0.5,0.66
mashed,0.53,0.336,0.194
mashed-potato,0.516,0.458,0.396
mashed-potatoes,0.516,0.452,0.442
masher,0.166,0.814,0.77
mask,0.51,0.49,0.536
mask-out,0.304,0.46,0.362
masked,0.374,0.548,0.518
masker,0.332,0.834,0.69
masklike,0.166,0.018,0.352
masks,0.51,0.472,0.24
masochism,0.194,0.844,0.482
masochist,0.164,0.784,0.352
masochistic,0.0,0.854,0.104
mason,0.54,0.442,0.58
mason-jar,0.482,0.41,0.434
masonic,0.642,0.204,0.75
masonry,0.75,0.166,0.74
masque,0.834,0.354,0.5
masquerade,0.43,0.632,0.446
masquerader,0.332,0.834,0.722
mass,0.458,0.244,0.276
mass-destruction,0.286,0.71,0.62
mass-extinction,0.37,0.704,0.586
mass-grave,0.37,0.508,0.444
mass-hysteria,0.258,0.694,0.534
mass-market,0.596,0.526,0.516
mass-media,0.532,0.562,0.61
mass-murder,0.096,0.762,0.448
mass-murderer,0.12,0.754,0.41
mass-production,0.672,0.65,0.69
mass-transit,0.34,0.562,0.568
massacre,0.03,0.886,0.64
massage,0.708,0.356,0.412
massage-therapist,0.602,0.428,0.61
massager,0.804,0.834,0.292
masse,0.5,0.238,0.63
masses,0.552,0.514,0.472
masses-of,0.684,0.458,0.5
masseur,0.622,0.264,0.462
masseuse,0.594,0.372,0.39
massive,0.568,0.66,0.75
massively,0.5,0.834,0.79
massiveness,0.834,0.188,0.958
mast,0.542,0.39,0.58
mastectomy,0.166,0.834,0.408
master,0.694,0.49,0.848
master-bedroom,0.628,0.572,0.682
master-class,0.694,0.568,0.786
master-plan,0.624,0.43,0.706
master's-degree,0.774,0.532,0.716
mastercard,0.834,0.778,0.834
masterclass,1.0,0.308,0.938
masterful,0.854,0.51,0.98
masterfully,1.0,0.702,1.0
masterfulness,0.966,0.854,1.0
masterly,0.978,0.584,0.812
mastermind,0.792,0.624,0.918
masterpiece,0.926,0.622,0.846
mastership,0.978,0.814,1.0
masterstroke,1.0,0.814,1.0
masterwork,1.0,0.204,0.952
mastery,0.754,0.648,0.872
masthead,0.5,0.5,0.796
masticate,0.5,0.834,0.5
mastication,0.5,0.808,0.5
masticator,0.5,0.834,0.5
mastiff,0.5,0.834,0.952
mastitis,0.094,0.75,0.166
mastodon,0.5,0.428,0.574
mastoid,0.5,0.5,0.52
masturbate,0.552,0.926,0.5
masturbation,0.542,0.916,0.472
masturbator,0.166,0.834,0.296
masturbatory,0.166,0.962,0.228
mat,0.458,0.22,0.304
matador,0.224,0.88,0.666
match,0.598,0.572,0.5
match-against,0.418,0.632,0.654
match-day,0.624,0.508,0.628
match-fixing,0.516,0.674,0.566
match-play,0.632,0.516,0.444
match-up,0.62,0.528,0.612
match-with,0.616,0.44,0.552
matchboard,0.5,0.204,0.5
matchbook,0.562,0.39,0.412
matchbox,0.5,0.166,0.5
matcher,0.5,0.804,0.684
matching,0.718,0.734,0.418
matchless,1.0,0.166,0.938
matchlessly,1.0,0.52,0.944
matchlessness,0.98,0.5,0.938
matchmaker,0.614,0.508,0.518
matchmaking,0.834,0.834,0.624
matchstick,0.5,0.52,0.352
matchup,0.5,0.548,0.466
mate,0.846,0.416,0.668
mater,0.5,0.332,0.834
material,0.52,0.362,0.438
materialism,0.22,0.39,0.556
materialist,0.254,0.49,0.504
materialistic,0.42,0.506,0.588
materialistically,0.332,0.166,0.666
materiality,0.416,0.45,0.636
materialization,0.762,0.666,0.812
materialize,0.688,0.596,0.728
materially,0.49,0.45,0.67
materials,0.632,0.36,0.472
materiel,0.53,0.294,0.416
maternal,0.846,0.416,0.634
maternally,0.762,0.166,0.2
maternity,0.864,0.48,0.622
maternity-leave,0.75,0.434,0.484
matey,0.834,0.228,0.784
math,0.416,0.374,0.6
math-teacher,0.534,0.476,0.716
mathematic,0.834,0.666,0.856
mathematical,0.62,0.5,0.548
mathematically,0.834,0.666,0.874
mathematician,0.54,0.418,0.772
mathematics,0.438,0.434,0.664
matinee,0.694,0.578,0.446
mating,0.754,0.84,0.758
matriarch,0.814,0.814,1.0
matriarchal,0.5,0.214,0.888
matriarchic,0.556,0.166,0.928
matriarchy,0.52,0.5,0.944
matricidal,0.0,0.958,1.0
matricide,0.0,0.976,0.854
matriculate,0.808,0.666,0.666
matriculation,0.622,0.49,0.674
matrimonial,0.834,0.204,0.416
matrimonially,0.536,0.166,0.542
matrimony,0.85,0.636,0.842
matrix,0.55,0.378,0.672
matron,0.52,0.518,0.554
matronage,0.812,0.166,0.834
matronly,0.708,0.296,0.478
matte,0.5,0.188,0.5
matted,0.28,0.518,0.392
matter,0.486,0.352,0.562
matter-to,0.462,0.462,0.532
matting,0.478,0.404,0.422
mattress,0.612,0.254,0.396
maturate,0.834,0.796,0.702
maturation,0.612,0.438,0.698
mature,0.624,0.346,0.6
maturely,0.834,0.166,0.796
maturity,0.826,0.4,0.806
maudlin,0.336,0.416,0.368
maul,0.166,1.0,0.852
mauler,0.166,0.976,0.98
mausoleum,0.344,0.28,0.594
mauve,0.532,0.33,0.314
maverick,0.354,0.676,0.408
maw,0.166,0.5,0.536
max-out,0.482,0.424,0.65
maxim,0.874,0.562,0.886
maximal,0.856,0.5,0.938
maximalist,0.808,0.834,0.916
maximally,0.852,0.5,0.856
maximization,0.834,0.854,0.906
maximize,0.822,0.764,0.792
maximum,0.724,0.724,0.852
may,0.704,0.272,0.244
may-day,0.482,0.528,0.452
may-well,0.65,0.434,0.574
maybe,0.5,0.518,0.296
mayday,0.344,0.642,0.422
mayflower,0.69,0.462,0.428
mayfly,0.5,0.688,0.062
mayhem,0.188,0.87,0.364
mayonnaise,0.51,0.32,0.222
mayor,0.468,0.48,0.818
mayoral,0.834,0.834,0.976
maypole,0.834,0.834,0.5
maze,0.438,0.608,0.444
me-neither,0.35,0.358,0.332
me-thinks,0.482,0.348,0.654
me-three,0.484,0.434,0.432
me-time,0.548,0.392,0.43
me-too,0.536,0.438,0.466
mea-culpa,0.378,0.418,0.306
mead,0.666,0.336,0.44
meadow,0.622,0.13,0.382
meadowland,0.834,0.354,0.404
meadowlark,0.834,0.666,0.5
meager,0.144,0.388,0.28
meagerly,0.166,0.188,0.072
meagerness,0.166,0.02,0.184
meal,0.832,0.46,0.472
meal-plan,0.55,0.42,0.5
mealtime,0.738,0.184,0.5
mealworm,0.354,0.5,0.3
mealy,0.388,0.5,0.24
mean,0.44,0.466,0.62
mean-business,0.55,0.606,0.738
mean-spirited,0.286,0.602,0.602
mean-well,0.786,0.352,0.326
meander,0.48,0.442,0.454
meanderer,0.624,0.812,0.26
meandering,0.464,0.702,0.436
meaner,0.036,0.762,0.88
meanest,0.0,0.518,0.574
meanie,0.388,0.42,0.404
meaning,0.662,0.394,0.624
meaningful,0.77,0.5,0.802
meaningfully,0.958,0.684,0.77
meaningfulness,1.0,0.24,0.808
meaningless,0.156,0.314,0.142
meaninglessly,0.166,0.092,0.092
meaninglessness,0.0,0.036,0.084
meanly,0.0,0.166,0.188
meanness,0.102,0.694,0.368
means,0.614,0.372,0.46
meant,0.446,0.37,0.422
meant-for,0.532,0.444,0.516
meant-to,0.566,0.404,0.534
meantime,0.432,0.222,0.3
meanwhile,0.378,0.374,0.5
measles,0.096,0.634,0.422
measly,0.166,0.352,0.084
measurability,0.834,0.204,0.76
measurable,0.604,0.41,0.602
measurably,0.5,0.5,0.808
measure,0.51,0.374,0.364
measure-up,0.65,0.54,0.554
measured,0.542,0.264,0.578
measureless,0.852,0.092,0.188
measurelessly,0.896,0.404,0.562
measurement,0.622,0.418,0.49
measurer,0.5,0.834,0.722
measuring,0.448,0.336,0.528
measuring-cup,0.556,0.342,0.376
measuring-stick,0.468,0.6,0.5
measuring-tape,0.336,0.28,0.326
meat,0.612,0.42,0.412
meat-grinder,0.378,0.564,0.596
meat-loaf,0.44,0.512,0.314
meatball,0.612,0.278,0.342
meathead,0.306,0.534,0.49
meatiness,0.812,0.332,0.638
meatless,0.6,0.138,0.408
meatloaf,0.624,0.388,0.374
meatpacking,0.208,0.834,0.708
meaty,0.796,0.5,0.702
mechanic,0.57,0.432,0.566
mechanical,0.478,0.568,0.564
mechanical-engineer,0.722,0.568,0.768
mechanical-engineering,0.578,0.528,0.724
mechanically,0.5,0.444,0.444
mechanics,0.542,0.504,0.76
